Merchant Number - Business Name,Transaction Date,Terminal ID,System Batch Number,Device Batch Number,Request Amount,Settle Amount,Card Number,Card Product,Ext Card Type,Auth Code,System Trace Audit Number,Retrieval Reference,Message Type,Transaction Type,Extended Transaction Type,Transaction Paid,Pos Entry Mode,Device Serial,store,Batch Screening Status,Transaction Screening Status,Date Payment Extract,UTI,Online Reference Number,Issuing Bank,BIN,Processing,Product Type,Decline Reason
M016 - Merchant Pine Pantry,2025-06-03T15:45:35,TID8181,83654,6705,860.21,0.0,523196******7724,Mastercard,Debit,,100921,906152496877,Financial,Purchase,Ecommerce,No,Chip+PIN,DS-0016,Store G,Pass,Pass,,UTI-1E418438158D,ONR-FA144BAF49,Nedbank,523196,Offline,Debit,00 - Approved or completed successfully
M016 - Merchant Pine Pantry,2025-07-26T19:23:35,TID2723,75615,6357,544.59,544.59,473094******1647,Visa,Debit,125790.0,100922,701901645007,Financial,Purchase,Chip,Yes,Chip+PIN,DS-0016,Store E,Pass,Pass,2025-07-26,UTI-64C4AA007142,ONR-4C799A14AF,FNB,473094,Online,Debit,00 - Approved or completed successfully
M016 - Merchant Pine Pantry,2025-05-25T01:39:35,TID6972,15662,9136,472.41,472.41,523608******3097,Mastercard,Credit,682912.0,100923,977342986695,Financial,Purchase,Ecommerce,Yes,Chip+PIN,DS-0016,Store H,Pass,Fail,2025-05-25,UTI-6BEB74249750,ONR-C07EABE889,FNB,523608,Online,Credit,00 - Approved or completed successfully
M016 - Merchant Pine Pantry,2025-05-16T11:09:35,TID4540,58770,1728,462.59,462.59,439865******4737,Visa,Credit,650104.0,100924,911385017577,Financial,Purchase,Swipe,Yes,Chip+PIN,DS-0016,Store E,Pass,Pass,2025-05-17,UTI-2ABA5C0D11AC,ONR-3AD0B81533,FNB,439865,Offline,Credit,00 - Approved or completed successfully
M016 - Merchant Pine Pantry,2025-08-07T06:20:35,TID3812,12102,8168,497.03,497.03,440989******1820,Visa,Credit,819029.0,100925,895267767803,Financial,Purchase,Chip,Yes,Ecommerce,DS-0016,Store I,Pass,Pass,2025-08-09,UTI-7757FA685EF8,ONR-A7D5235CC1,ABSA,440989,Online,Credit,00 - Approved or completed successfully
M016 - Merchant Pine Pantry,2025-07-09T15:24:35,TID8774,83679,4041,328.15,328.15,464970******8708,Visa,Credit,949403.0,100926,747265858381,Financial,Purchase,Swipe,Yes,Chip+PIN,DS-0016,Store D,Pass,Pass,2025-07-11,UTI-EE84176BE5F0,ONR-809E68F219,Standard Bank,464970,Online,Credit,00 - Approved or completed successfully
M016 - Merchant Pine Pantry,2025-06-07T04:32:35,TID6700,19997,7272,411.87,0.0,429364******5952,Visa,Debit,,100927,321176031611,Financial,Purchase,Contactless,No,Chip+PIN,DS-0016,Store E,Pass,Pass,,UTI-F81E8EE894FF,ONR-6515AF695F,Nedbank,429364,Online,Debit,00 - Approved or completed successfully
M016 - Merchant Pine Pantry,2025-05-22T12:36:35,TID4364,64552,7649,727.28,727.28,489997******7778,Visa,Credit,214111.0,100928,356664251705,Financial,Purchase,Chip,Yes,Chip+PIN,DS-0016,Store A,Fail,Pass,2025-05-24,UTI-3CBC13B8B57B,ONR-888E1F8125,Nedbank,489997,3DS,Credit,00 - Approved or completed successfully
M016 - Merchant Pine Pantry,2025-08-02T11:39:35,TID1423,94974,1254,5.0,5.0,455677******9483,Visa,Credit,148690.0,100929,605956970199,Financial,Purchase,Ecommerce,Yes,Chip+PIN,DS-0016,Store G,Pass,Pass,2025-08-04,UTI-E4D983983699,ONR-A10E5BFB26,Nedbank,455677,Online,Credit,00 - Approved or completed successfully
M016 - Merchant Pine Pantry,2025-06-07T03:16:35,TID6118,60176,6557,450.37,450.37,537525******5369,Mastercard,Credit,563600.0,100930,101359500785,Financial,Purchase,Swipe,Yes,Contactless,DS-0016,Store J,Pass,Pass,2025-06-07,UTI-629803AC1AA4,ONR-7F5A80A5FF,Nedbank,537525,Offline,Credit,00 - Approved or completed successfully
M016 - Merchant Pine Pantry,2025-07-09T02:08:35,TID6753,61529,6141,473.4,0.0,435651******8235,Visa,Credit,,100931,224169990711,Financial,Purchase,Contactless,No,Chip+PIN,DS-0016,Store B,Pass,Pass,,UTI-E76AAAE5FA67,ONR-ABCCB0552E,African Bank,435651,3DS,Credit,00 - Approved or completed successfully
M016 - Merchant Pine Pantry,2025-07-09T04:46:35,TID1873,40754,8557,496.18,496.18,511990******5491,Mastercard,Debit,113171.0,100932,450070208496,Financial,Purchase,Contactless,Yes,Swipe,DS-0016,Store B,Pass,Pass,2025-07-11,UTI-4A73E4DC4ECA,ONR-847D31544A,Standard Bank,511990,Offline,Debit,00 - Approved or completed successfully
M016 - Merchant Pine Pantry,2025-06-26T07:43:35,TID3881,16363,1314,480.09,480.09,416630******5173,Visa,Debit,612545.0,100933,351515952450,Financial,Purchase,Contactless,Yes,Chip+PIN,DS-0016,Store I,Pass,Pass,2025-06-28,UTI-C7A8E5B9B1F3,ONR-AB6BA3AF85,TymeBank,416630,Online,Debit,00 - Approved or completed successfully
M016 - Merchant Pine Pantry,2025-07-12T15:20:35,TID9804,28843,9931,746.14,746.14,446123******1255,Visa,Credit,715283.0,100934,523780024244,Financial,Purchase,Chip,Yes,Keyed,DS-0016,Store G,Pass,Pass,2025-07-13,UTI-04AB61CBE9E5,ONR-0A07C8ADBC,FNB,446123,Offline,Credit,00 - Approved or completed successfully
M016 - Merchant Pine Pantry,2025-07-01T00:10:35,TID3921,13888,4255,422.08,422.08,457262******9865,Visa,Credit,959389.0,100935,271184287761,Financial,Purchase,Ecommerce,Yes,Chip+PIN,DS-0016,Store G,Pass,Pass,2025-07-02,UTI-43FA3044F8A6,ONR-BC029C10B6,African Bank,457262,Offline,Credit,00 - Approved or completed successfully
M016 - Merchant Pine Pantry,2025-07-29T22:35:35,TID7834,24877,5678,157.68,157.68,599298******7047,Mastercard,Debit,967876.0,100936,471850412793,Financial,Purchase,Ecommerce,Yes,Swipe,DS-0016,Store H,Pass,Pass,2025-07-30,UTI-DC2F107AC852,ONR-DE0E00CBE7,Capitec,599298,Online,Debit,00 - Approved or completed successfully
M016 - Merchant Pine Pantry,2025-06-02T22:56:35,TID9639,64891,2777,913.8,913.8,511546******2074,Mastercard,Credit,908703.0,100937,397209110101,Financial,Purchase,Chip,Yes,Chip+PIN,DS-0016,Store B,Pass,Pass,2025-06-04,UTI-34EB58D2BB3C,ONR-03132A25AF,ABSA,511546,Online,Credit,00 - Approved or completed successfully
M016 - Merchant Pine Pantry,2025-06-06T03:02:35,TID5814,66762,7078,605.6,-605.6,410363******0400,Visa,Credit,998961.0,100938,348647857688,Financial,Refund,Chip,Yes,Swipe,DS-0016,Store F,Pass,Pass,2025-06-08,UTI-FE443A472CAA,ONR-67B31AA9CD,FNB,410363,3DS,Credit,00 - Approved or completed successfully
M016 - Merchant Pine Pantry,2025-07-23T11:23:35,TID3045,40708,3766,519.2,519.2,355293******3562,Amex,Credit,490579.0,100939,349713310393,Financial,Purchase,Swipe,Yes,Chip+PIN,DS-0016,Store I,Pass,Pass,2025-07-24,UTI-6497AF8D1147,ONR-1CDB5C891B,Standard Bank,355293,Online,Credit,00 - Approved or completed successfully
M016 - Merchant Pine Pantry,2025-06-21T21:13:35,TID6814,21914,8351,5.0,5.0,443300******3496,Visa,Unknown,873794.0,100940,435255631350,Financial,Purchase,Contactless,Yes,Chip+PIN,DS-0016,Store J,Pass,Pass,2025-06-21,UTI-3E654F07B782,ONR-D32431C809,ABSA,443300,Online,Unknown,00 - Approved or completed successfully
M016 - Merchant Pine Pantry,2025-08-05T08:06:35,TID1446,53369,9114,551.82,551.82,492224******3187,Visa,Credit,215357.0,100941,541441434629,Financial,Purchase,Ecommerce,Yes,Contactless,DS-0016,Store F,Pass,Pass,2025-08-06,UTI-B0B5F8DE7A54,ONR-26DE47CF50,TymeBank,492224,Online,Credit,00 - Approved or completed successfully
M016 - Merchant Pine Pantry,2025-05-28T04:08:35,TID5290,27887,2384,263.98,0.0,596394******5293,Mastercard,Debit,,100942,748327332515,Financial,Purchase,Ecommerce,No,Contactless,DS-0016,Store D,Pass,Pass,,UTI-C12983501001,ONR-2A46C4ADE9,ABSA,596394,Online,Debit,00 - Approved or completed successfully
M016 - Merchant Pine Pantry,2025-07-27T10:23:35,TID3934,42312,2122,37.52,0.0,400278******2272,Visa,Debit,,100943,535975474421,Financial,Purchase,Contactless,No,Keyed,DS-0016,Store E,Pass,Pass,,UTI-510017941DA4,ONR-A2D6645163,Capitec,400278,Online,Debit,00 - Approved or completed successfully
M016 - Merchant Pine Pantry,2025-06-18T22:19:35,TID8448,67685,2747,150.34,150.34,594010******1259,Mastercard,Credit,756045.0,100944,813971831514,Financial,Purchase,Ecommerce,Yes,Contactless,DS-0016,Store E,Pass,Pass,2025-06-20,UTI-7B2142D3D853,ONR-334AF12200,FNB,594010,3DS,Credit,00 - Approved or completed successfully
M016 - Merchant Pine Pantry,2025-06-07T19:12:35,TID5290,90692,8538,521.39,521.39,416377******1976,Visa,Unknown,639717.0,100945,952973185820,Financial,Purchase,Swipe,Yes,Chip+PIN,DS-0016,Store G,Pass,Pass,2025-06-07,UTI-8E6ED989B659,ONR-0F3F064965,Nedbank,416377,Online,Unknown,00 - Approved or completed successfully
M016 - Merchant Pine Pantry,2025-05-17T15:30:35,TID7671,40566,4281,774.05,774.05,508258******2181,Mastercard,Prepaid,657837.0,100946,141316316366,Financial,Purchase,Chip,Yes,Keyed,DS-0016,Store D,Pass,Pass,2025-05-18,UTI-B260CBA5B072,ONR-DA0558435E,FNB,508258,Online,Prepaid,00 - Approved or completed successfully
M016 - Merchant Pine Pantry,2025-06-07T21:30:35,TID2836,74905,5302,739.8,739.8,674238******7099,Discover,Credit,865583.0,100947,593918869440,Financial,Purchase,Swipe,Yes,Contactless,DS-0016,Store B,Pass,Pass,2025-06-07,UTI-FE414CE9D2B9,ONR-D33DADC4CA,FNB,674238,Online,Credit,00 - Approved or completed successfully
M016 - Merchant Pine Pantry,2025-07-23T12:53:35,TID7888,59526,2086,761.25,761.25,555250******4841,Mastercard,Debit,245832.0,100948,277827248452,Financial,Purchase,Ecommerce,Yes,Swipe,DS-0016,Store E,Pass,Pass,2025-07-23,UTI-493E4F218467,ONR-7F41D15672,TymeBank,555250,Online,Debit,00 - Approved or completed successfully
M016 - Merchant Pine Pantry,2025-07-06T12:22:35,TID7212,23992,9292,924.28,924.28,581201******8413,Mastercard,Debit,863534.0,100949,904258710858,Financial,Purchase,Swipe,Yes,Chip+PIN,DS-0016,Store E,Pass,Pass,2025-07-07,UTI-E4838EB30D03,ONR-04F1EB8ABA,Nedbank,581201,3DS,Debit,00 - Approved or completed successfully
M016 - Merchant Pine Pantry,2025-08-03T00:06:35,TID2973,41405,5303,554.31,554.31,436274******9693,Visa,Debit,290370.0,100950,421994806828,Financial,Purchase,Swipe,Yes,Chip+PIN,DS-0016,Store H,Pass,Fail,2025-08-03,UTI-57154F0AC73A,ONR-BFAD979F26,Nedbank,436274,Online,Debit,00 - Approved or completed successfully
M016 - Merchant Pine Pantry,2025-07-15T23:03:35,TID1812,24288,1406,577.83,577.83,355066******5970,Amex,Debit,950593.0,100951,511819643619,Financial,Purchase,Chip,Yes,Chip+PIN,DS-0016,Store H,Pass,Pass,2025-07-15,UTI-7FEE7DCB82F8,ONR-A3E5122845,ABSA,355066,Online,Debit,00 - Approved or completed successfully
M016 - Merchant Pine Pantry,2025-05-25T16:38:35,TID8289,46498,9829,318.49,318.49,437091******7970,Visa,Credit,737138.0,100952,396521191726,Financial,Purchase,Chip,Yes,Swipe,DS-0016,Store H,Pass,Pass,2025-05-26,UTI-EEF742244843,ONR-26F8344D89,Standard Bank,437091,Online,Credit,00 - Approved or completed successfully
M016 - Merchant Pine Pantry,2025-06-14T17:04:35,TID7696,31389,7747,86.73,86.73,418601******1874,Visa,Credit,444589.0,100953,694379852396,Financial,Purchase,Ecommerce,Yes,Chip+PIN,DS-0016,Store J,Pass,Pass,2025-06-14,UTI-9382B6CEE34A,ONR-6BC7700FF8,African Bank,418601,Online,Credit,00 - Approved or completed successfully
M016 - Merchant Pine Pantry,2025-06-13T13:45:35,TID6602,21798,8012,277.37,277.37,524064******6635,Mastercard,Credit,335943.0,100954,242375061135,Financial,Purchase,Contactless,Yes,Contactless,DS-0016,Store G,Pass,Pass,2025-06-15,UTI-4EDF5DA4AA7B,ONR-955E1B06E5,ABSA,524064,Online,Credit,00 - Approved or completed successfully
M016 - Merchant Pine Pantry,2025-06-20T22:00:35,TID2262,98266,6332,362.26,362.26,482474******9285,Visa,Credit,936067.0,100955,851921059802,Financial,Purchase,Chip,Yes,Contactless,DS-0016,Store D,Pass,Pass,2025-06-20,UTI-6865F85760B9,ONR-87F4225C6D,TymeBank,482474,3DS,Credit,00 - Approved or completed successfully
M016 - Merchant Pine Pantry,2025-07-18T01:31:35,TID5416,87556,1789,762.83,762.83,504528******6265,Mastercard,Credit,985306.0,100956,765469084473,Financial,Purchase,Contactless,Yes,Chip+PIN,DS-0016,Store H,Pass,Pass,2025-07-18,UTI-064D25B1E2AD,ONR-EECA11ACCE,Capitec,504528,Online,Credit,00 - Approved or completed successfully
M016 - Merchant Pine Pantry,2025-08-09T19:46:35,TID1605,91979,7520,443.98,443.98,419529******1179,Visa,Credit,566731.0,100957,660166803929,Financial,Purchase,Contactless,Yes,Swipe,DS-0016,Store I,Pass,Fail,2025-08-10,UTI-14290364A987,ONR-CA60EF56A3,Capitec,419529,Online,Credit,00 - Approved or completed successfully
M016 - Merchant Pine Pantry,2025-06-26T05:42:35,TID5589,80762,7519,223.22,0.0,467750******1497,Visa,Debit,,100958,440424930028,Financial,Purchase,Swipe,No,Chip+PIN,DS-0016,Store F,Pass,Pass,,UTI-52FB026EDF28,ONR-2335307A2E,FNB,467750,Online,Debit,00 - Approved or completed successfully
M016 - Merchant Pine Pantry,2025-08-04T12:07:35,TID4834,41507,4033,902.54,902.54,546553******1642,Mastercard,Credit,591162.0,100959,666128519839,Financial,Purchase,Chip,Yes,Contactless,DS-0016,Store F,Pass,Pass,2025-08-06,UTI-E78DD51C6A2B,ONR-830E342B9E,TymeBank,546553,Online,Credit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-06-20T08:15:35,TID3529,24184,7092,580.15,580.15,486991******4766,Visa,Debit,473219.0,100960,949457914626,Financial,Purchase,Swipe,Yes,Chip+PIN,DS-0017,Store I,Fail,Pass,2025-06-21,UTI-99FE732E712E,ONR-E77557DF41,TymeBank,486991,Offline,Debit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-07-23T07:16:35,TID7529,67454,6814,276.86,276.86,566709******5825,Mastercard,Credit,682001.0,100961,707847551207,Financial,Purchase,Chip,Yes,Keyed,DS-0017,Store G,Pass,Pass,2025-07-23,UTI-6C0E1A290020,ONR-3202F48985,Capitec,566709,Online,Credit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-07-02T05:01:35,TID9466,51552,9111,443.9,443.9,584713******5665,Mastercard,Debit,615273.0,100962,998291179868,Financial,Purchase,Chip,Yes,Ecommerce,DS-0017,Store A,Review,Pass,2025-07-02,UTI-9B0C19D8B7C1,ONR-FE92C682E3,Nedbank,584713,3DS,Debit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-05-21T22:11:35,TID9061,31525,7075,541.03,541.03,465703******6114,Visa,Debit,243968.0,100963,769240085994,Financial,Purchase,Contactless,Yes,Chip+PIN,DS-0017,Store A,Pass,Pass,2025-05-21,UTI-974EE5E032DA,ONR-15B68DE463,ABSA,465703,Online,Debit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-06-23T16:01:35,TID7773,63125,8261,650.96,650.96,565524******1686,Mastercard,Credit,899899.0,100964,917839380400,Financial,Purchase,Contactless,Yes,Contactless,DS-0017,Store E,Pass,Pass,2025-06-23,UTI-76C3EF2F6293,ONR-762EF2E941,FNB,565524,Online,Credit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-07-07T13:52:35,TID9366,15452,9423,377.17,0.0,505397******6497,Mastercard,Debit,,100965,718195570618,Financial,Purchase,Ecommerce,No,Chip+PIN,DS-0017,Store I,Pass,Pass,,UTI-0198CD960266,ONR-0AE8C35139,Standard Bank,505397,3DS,Debit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-07-01T02:53:35,TID1123,24916,7862,431.87,431.87,542365******1308,Mastercard,Debit,536928.0,100966,374385858208,Financial,Purchase,Swipe,Yes,Swipe,DS-0017,Store F,Pass,Pass,2025-07-02,UTI-4713CB0B7388,ONR-B8A0FE000C,African Bank,542365,Online,Debit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-07-28T04:07:35,TID3575,24790,7036,449.63,449.63,427134******0425,Visa,Credit,101206.0,100967,787543955376,Financial,Purchase,Ecommerce,Yes,Chip+PIN,DS-0017,Store H,Pass,Pass,2025-07-28,UTI-DB1D2692F86C,ONR-91CC7ACF38,African Bank,427134,Online,Credit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-07-11T06:38:35,TID1805,68226,1969,593.48,0.0,594232******5732,Mastercard,Credit,,100968,719664772512,Financial,Purchase,Swipe,No,Contactless,DS-0017,Store G,Pass,Pass,,UTI-A72DF6CF914A,ONR-13527F5A65,FNB,594232,Online,Credit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-05-17T10:24:35,TID6540,11474,2940,18.29,18.29,476324******5329,Visa,Credit,906130.0,100969,421628766242,Financial,Purchase,Chip,Yes,Contactless,DS-0017,Store A,Pass,Pass,2025-05-19,UTI-6E00E0015641,ONR-963D6483D7,FNB,476324,Online,Credit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-07-26T07:39:35,TID7638,99713,2238,802.08,0.0,491150******0956,Visa,Debit,,100970,750441615397,Financial,Purchase,Chip,No,Chip+PIN,DS-0017,Store F,Pass,Pass,,UTI-0405ED946372,ONR-ACA6E3AB09,ABSA,491150,Online,Debit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-07-24T01:09:35,TID9102,77895,9402,203.51,203.51,448150******3237,Visa,Credit,980835.0,100971,966337965387,Financial,Purchase,Swipe,Yes,Contactless,DS-0017,Store B,Pass,Pass,2025-07-26,UTI-FF32A7C558E4,ONR-7340AEC0BE,African Bank,448150,Online,Credit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-07-28T13:58:35,TID1921,34371,4060,107.98,107.98,506559******7863,Mastercard,Debit,176167.0,100972,945760846355,Financial,Purchase,Swipe,Yes,Swipe,DS-0017,Store G,Fail,Pass,2025-07-29,UTI-BB98810E3FA4,ONR-190A36552B,ABSA,506559,Offline,Debit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-06-05T09:28:35,TID2246,26461,3775,914.28,914.28,588958******4193,Mastercard,Credit,522857.0,100973,715411657437,Financial,Purchase,Contactless,Yes,Chip+PIN,DS-0017,Store G,Pass,Pass,2025-06-07,UTI-1332D4C8A8F9,ONR-C0FEA78D7A,TymeBank,588958,Online,Credit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-06-17T19:20:35,TID4468,70650,4541,387.0,-387.0,415974******9687,Visa,Debit,982467.0,100974,915297805295,Financial,Refund,Ecommerce,Yes,Chip+PIN,DS-0017,Store A,Pass,Pass,2025-06-18,UTI-2C717E8E1A3B,ONR-CA6191878C,Capitec,415974,3DS,Debit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-05-29T18:03:35,TID6978,15307,4855,209.2,209.2,552194******5948,Mastercard,Debit,821217.0,100975,117840774013,Financial,Purchase,Chip,Yes,Chip+PIN,DS-0017,Store F,Pass,Pass,2025-05-29,UTI-104048A6CDEB,ONR-A331540E2D,Nedbank,552194,3DS,Debit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-05-23T23:06:35,TID6353,18029,2133,300.25,300.25,409853******1914,Visa,Debit,674570.0,100976,661229592244,Financial,Purchase,Swipe,Yes,Contactless,DS-0017,Store A,Pass,Pass,2025-05-25,UTI-41D61C093B63,ONR-799EB4A431,African Bank,409853,Offline,Debit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-06-28T12:54:35,TID9395,69877,5733,565.53,565.53,537040******3966,Mastercard,Credit,570046.0,100977,771316371482,Financial,Purchase,Chip,Yes,Chip+PIN,DS-0017,Store H,Pass,Pass,2025-06-30,UTI-82AD4F3ECC57,ONR-527E39E262,FNB,537040,Online,Credit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-06-25T16:36:35,TID7781,24743,9675,382.37,382.37,461774******4543,Visa,Debit,135871.0,100978,446760766695,Financial,Purchase,Swipe,Yes,Chip+PIN,DS-0017,Store F,Pass,Pass,2025-06-27,UTI-266F91C14A9F,ONR-993BDCE390,TymeBank,461774,Online,Debit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-07-17T07:10:35,TID2314,35904,6616,512.65,512.65,445849******6671,Visa,Credit,320487.0,100979,363185690343,Financial,Purchase,Chip,Yes,Ecommerce,DS-0017,Store E,Pass,Pass,2025-07-19,UTI-52C47135BB8B,ONR-48B6E9A2D9,Capitec,445849,Online,Credit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-07-13T05:23:35,TID9950,80904,3240,360.18,360.18,442546******5477,Visa,Credit,842950.0,100980,942749428881,Financial,Purchase,Chip,Yes,Contactless,DS-0017,Store H,Pass,Pass,2025-07-14,UTI-2A716D4E0F7F,ONR-C8A5D12EF5,ABSA,442546,3DS,Credit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-06-10T16:18:35,TID8608,56388,6039,847.43,847.43,464917******9791,Visa,Debit,633132.0,100981,352969656352,Financial,Purchase,Swipe,Yes,Contactless,DS-0017,Store A,Pass,Fail,2025-06-12,UTI-91B9134D88E1,ONR-901D721951,ABSA,464917,Online,Debit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-07-22T04:25:35,TID5532,76194,8862,384.52,384.52,484459******5264,Visa,Debit,806874.0,100982,967523289103,Financial,Purchase,Contactless,Yes,Chip+PIN,DS-0017,Store F,Pass,Pass,2025-07-22,UTI-8DB30B83384D,ONR-2BA6B05D0A,Capitec,484459,Offline,Debit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-07-07T21:34:35,TID6813,98855,3125,353.01,353.01,327397******4763,Diners,Credit,855029.0,100983,928831148824,Financial,Purchase,Swipe,Yes,Keyed,DS-0017,Store D,Pass,Pass,2025-07-07,UTI-BC0E7E7E10D9,ONR-1FD5602892,Capitec,327397,Online,Credit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-08-04T01:24:35,TID8869,93175,1448,887.39,887.39,510868******9357,Mastercard,Debit,313214.0,100984,430540722546,Financial,Purchase,Ecommerce,Yes,Chip+PIN,DS-0017,Store C,Pass,Pass,2025-08-05,UTI-826FECA01C4D,ONR-A53F893C73,ABSA,510868,3DS,Debit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-08-06T12:03:35,TID5112,97266,2387,756.67,756.67,550614******0533,Mastercard,Debit,629229.0,100985,721841530988,Financial,Purchase,Swipe,Yes,Contactless,DS-0017,Store A,Pass,Pass,2025-08-06,UTI-DE48D781818D,ONR-E09F0C0243,FNB,550614,Offline,Debit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-07-19T08:21:35,TID4232,57290,6462,502.14,502.14,598907******7264,Mastercard,Credit,168145.0,100986,196230836051,Financial,Purchase,Swipe,Yes,Swipe,DS-0017,Store I,Pass,Pass,2025-07-21,UTI-3D88DCB6B68F,ONR-24E85BBCCE,African Bank,598907,Online,Credit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-06-08T16:39:35,TID8918,37384,6526,76.0,76.0,515552******9290,Mastercard,Debit,370159.0,100987,877786833020,Financial,Purchase,Swipe,Yes,Swipe,DS-0017,Store D,Pass,Pass,2025-06-08,UTI-336737CECADD,ONR-62DF26EB54,TymeBank,515552,3DS,Debit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-06-20T18:43:35,TID7980,73924,8125,854.8,854.8,599524******5049,Mastercard,Credit,174430.0,100988,336294239315,Financial,Purchase,Contactless,Yes,Swipe,DS-0017,Store J,Pass,Pass,2025-06-21,UTI-3463D4A39A24,ONR-35212189BE,ABSA,599524,Offline,Credit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-07-04T00:03:35,TID5125,94667,4345,101.14,101.14,473828******6654,Visa,Credit,159520.0,100989,307944082698,Financial,Purchase,Swipe,Yes,Chip+PIN,DS-0017,Store H,Pass,Pass,2025-07-04,UTI-08788D9BB06B,ONR-EB5853FAC1,TymeBank,473828,Online,Credit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-07-23T02:08:35,TID3863,73358,1737,697.02,697.02,413087******6342,Visa,Debit,282309.0,100990,408260993499,Financial,Purchase,Chip,Yes,Ecommerce,DS-0017,Store H,Pass,Pass,2025-07-24,UTI-826888BC5492,ONR-F00A271C9C,Capitec,413087,Online,Debit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-05-26T13:33:35,TID2670,62041,4654,806.42,806.42,571022******0736,Mastercard,Debit,758741.0,100991,659273709593,Financial,Purchase,Ecommerce,Yes,Chip+PIN,DS-0017,Store H,Pass,Pass,2025-05-26,UTI-8FD7D4459A7A,ONR-09EC9A545C,ABSA,571022,3DS,Debit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-05-30T19:02:35,TID1516,47604,9383,521.43,521.43,680095******1739,Discover,Debit,423152.0,100992,283493652026,Financial,Purchase,Swipe,Yes,Contactless,DS-0017,Store C,Fail,Pass,2025-05-31,UTI-C62A83279738,ONR-0FE28D5A58,FNB,680095,Online,Debit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-06-20T18:26:35,TID3322,34810,7845,99.33,0.0,408305******6272,Visa,Debit,,100993,735697794148,Financial,Purchase,Swipe,No,Keyed,DS-0017,Store E,Pass,Pass,,UTI-476C7A14B335,ONR-8482D474FF,ABSA,408305,Online,Debit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-06-30T12:38:35,TID4442,90141,3882,28.06,28.06,479379******9651,Visa,Debit,265488.0,100994,555860682853,Financial,Purchase,Chip,Yes,Ecommerce,DS-0017,Store A,Pass,Pass,2025-07-02,UTI-EAA7D0BAD7B3,ONR-E84058E6EB,FNB,479379,Online,Debit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-07-03T22:05:35,TID2976,41300,8560,450.6,450.6,438192******6300,Visa,Debit,611485.0,100995,348771512387,Financial,Purchase,Contactless,Yes,Chip+PIN,DS-0017,Store D,Pass,Pass,2025-07-03,UTI-D7E246175F33,ONR-3EF58C3E55,African Bank,438192,Online,Debit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-05-16T00:15:35,TID5348,34339,6774,1101.5,0.0,552196******6537,Mastercard,Debit,,100996,284494422623,Financial,Purchase,Contactless,No,Contactless,DS-0017,Store J,Pass,Pass,,UTI-2C3F5D5D7DB5,ONR-69800B2D41,Nedbank,552196,Online,Debit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-08-05T03:06:35,TID1146,11849,9328,635.84,635.84,463424******9538,Visa,Credit,738703.0,100997,538949873021,Financial,Purchase,Chip,Yes,Chip+PIN,DS-0017,Store H,Pass,Fail,2025-08-07,UTI-34169EBABEBF,ONR-D0E5FD3A74,TymeBank,463424,3DS,Credit,00 - Approved or completed successfully
